楼栋,房号,楼层,建筑面积,单价,总价,更新日期,已售
1,2003,20,125.67,7386.96,928319.56,25年05月07日,已备案
1,2004,20,125.67,7487.9,941004.4,25年03月01日,已备案
1,2101,21,147.3,7881.2,1160900.8,25年01月01日,已备案
1,2102,21,147.3,7016.7,1033559.94,25年01月24日,已备案
1,2103,21,125.67,8133.65,1022155.8,25年07月08日,未网签
1,2104,21,125.67,7339.13,922308.5,25年06月07日,已备案
1,2201,22,147.3,7841.3,1155023.5,25年01月24日,已备案
1,2202,22,147.3,6886.0,1014307.7,25年02月18日,已备案
1,2203,22,125.67,8176.36,1027523.2,25年07月08日,未网签
1,2204,22,125.67,7359.89,924917.06,25年05月14日,已备案
1,2301,23,147.3,7505.19,1300761.8,25年04月24日,已备案
1,2302,23,147.3,7054.7,1039157.3,25年02月21日,已备案
1,2303,23,125.67,8219.07,1032890.5,25年07月08日,未网签
1,2304,23,125.67,7397.79,929680.56,25年05月21日,已备案
1,2401,24,147.3,7517.83,1107375.6,25年05月22日,已备案
1,2402,24,147.3,7054.7,1039157.3,25年03月13日,已备案
1,2403,24,125.67,8261.79,1038259.1,25年07月08日,未网签
1,2404,24,125.67,8346.47,1048900.9,25年07月08日,未网签
1,2501,25,147.3,7549.41,1314007.1,25年04月18日,已备案
1,2502,25,147.3,7198.34,1138330.9,25年04月12日,已备案
1,2503,25,125.67,8303.75,1043532.25,25年07月08日,未网签
1,2504,25,125.67,8389.18,1054268.2,25年07月08日,未网签
1,2601,26,147.3,7655.91,1127715.1,25年04月25日,已备案
1,2602,26,147.3,7050.33,1038513.6,25年04月01日,已备案
1,2603,26,125.67,8346.47,1048900.9,25年07月08日,未网签
1,2604,26,125.67,8431.88,1059634.4,25年07月08日,未网签
1,2701,27,147.3,7637.86,1125056.4,25年04月30日,已备案
1,2702,27,147.3,7125.95,1049652.5,25年03月07日,已备案
1,2703,27,125.67,8389.18,1054268.2,25年07月08日,未网签
1,2704,27,125.67,8474.6,1065003.0,25年07月08日,未网签
1,2801,28,147.3,8601.99,1267073.1,25年07月08日,未网签
1,2802,28,147.3,6708.3,988132.56,25年04月11日,已备案
1,2803,28,125.67,8431.88,1059634.4,25年07月08日,未网签
1,2804,28,125.67,8517.32,1070371.6,25年07月08日,未网签
1,2901,29,147.3,8644.7,1273364.2,25年07月08日,未网签
1,2902,29,147.3,7049.43,1038380.7,25年04月24日,已备案
1,2903,29,125.67,8474.6,1065003.0,25年07月08日,未网签
1,2904,29,125.67,8559.28,1075644.8,25年07月08日,未网签
1,3001,30,147.3,8687.42,1279657.0,25年07月08日,未网签
1,3002,30,147.3,7050.33,1038513.6,25年04月30日,已备案
1,3003,30,125.67,9934.16,1248425.9,25年08月30日,未网签
1,3004,30,125.67,8601.99,1081012.1,25年07月08日,未网签
1,3101,31,147.3,8730.22,1285961.4,25年07月08日,未网签
1,3102,31,147.3,7050.33,1038513.6,25年05月21日,已备案
1,3103,31,125.67,8559.28,1075644.8,25年07月08日,未网签
1,3104,31,125.67,8644.7,1086379.5,25年07月08日,未网签
1,3301,33,147.3,10241.81,1508618.4,24年04月20日,未网签
1,3302,33,147.3,8920.32,1313963.1,24年04月20日,未网签
1,3303,33,125.67,10043.41,1262155.4,24年04月20日,未网签
1,3304,33,125.67,10142.17,1274566.8,24年04月20日,未网签
1,3401,34,147.3,10251.42,1510034.5,24年04月20日,未网签
1,3402,34,147.3,8930.81,1315508.0,24年04月20日,未网签
1,3403,34,125.67,10053.02,1263363.5,24年04月20日,未网签
1,3404,34,125.67,10152.66,1275884.8,24年04月20日,未网签
1,3501,35,147.3,10261.91,1511579.4,24年04月20日,未网签
1,3502,35,147.3,8940.42,1316924.1,24年04月20日,未网签
1,3503,35,125.67,10062.64,1264571.8,24年04月20日,未网签
1,3504,35,125.67,10162.27,1277093.0,24年04月20日,未网签
1,3601,36,147.3,10271.52,1512995.5,24年04月20日,未网签
1,3602,36,147.3,8950.91,1318469.0,24年04月20日,未网签
1,3603,36,125.67,10073.13,1265889.8,24年04月20日,未网签
1,3604,36,125.67,10171.89,1278301.1,24年04月20日,未网签
1,3701,37,147.3,10281.14,1514411.6,24年04月20日,未网签
1,3702,37,147.3,8960.52,1319885.2,24年04月20日,未网签
1,3703,37,125.67,10082.74,1267098.0,24年04月20日,未网签
1,3704,37,125.67,10182.38,1279619.2,24年04月20日,未网签
1,3801,38,147.3,10291.63,1515956.5,24年04月20日,未网签
1,3802,38,147.3,9060.16,1334561.6,24年04月20日,未网签
1,3803,38,125.67,10092.35,1268306.1,24年04月20日,未网签
1,3804,38,125.67,10191.99,1280827.4,24年04月20日,未网签
1,3901,39,147.3,10301.24,1517372.6,24年04月20日,未网签
1,3902,39,147.3,9158.92,1349109.2,24年04月20日,未网签
1,3903,39,125.67,10102.84,1269624.1,24年04月20日,未网签
1,3904,39,125.67,10201.6,1282035.6,24年04月20日,未网签
1,4001,40,147.3,10310.85,1518788.8,24年04月20日,未网签
1,4002,40,147.3,9169.41,1350654.1,24年04月20日,未网签
1,4003,40,125.67,10112.46,1270832.4,24年04月20日,未网签
1,4004,40,125.67,10212.09,1283353.6,24年04月20日,未网签
1,4101,41,147.3,11783.0,1735635.9,24年03月13日,已备案
1,4102,41,147.3,9179.02,1352070.2,24年04月20日,未网签
1,4103,41,125.67,10122.07,1272040.5,24年04月20日,未网签
1,4104,41,125.67,10221.71,1284561.8,24年04月20日,未网签
1,4201,42,147.3,10330.96,1521749.9,24年04月20日,未网签
1,4202,42,147.3,9188.64,1353486.4,24年04月20日,未网签
1,4203,42,125.67,10132.56,1273358.5,24年04月20日,未网签
1,4204,42,125.67,10231.32,1285770.0,24年04月20日,未网签
1,4301,43,147.3,10340.57,1523166.0,24年04月20日,未网签
1,4302,43,147.3,9199.13,1355031.2,24年04月20日,未网签
1,4303,43,125.67,10142.17,1274566.8,24年04月20日,未网签
1,4304,43,125.67,10241.81,1287088.0,24年04月20日,未网签
1,4401,44,147.3,10351.06,1524710.9,24年04月20日,未网签
1,4402,44,147.3,9208.74,1356447.4,24年04月20日,未网签
1,4403,44,125.67,10152.66,1275884.8,24年04月20日,未网签
1,4404,44,125.67,10251.42,1288296.2,24年04月20日,未网签
1,4501,45,147.3,10360.67,1526127.0,24年04月20日,未网签
1,4502,45,147.3,9218.35,1357863.5,24年04月20日,未网签
1,4503,45,125.67,10162.27,1277093.0,24年04月20日,未网签
1,4504,45,125.67,10261.91,1289614.2,24年04月20日,未网签
1,4601,46,147.3,10371.16,1527671.9,24年04月20日,未网签
1,4602,46,147.3,9228.84,1359408.4,24年04月20日,未网签
1,4603,46,125.67,10171.89,1278301.1,24年04月20日,未网签
1,4604,46,125.67,10271.52,1290822.4,24年04月20日,未网签
1,4701,47,147.3,10380.77,1529088.0,24年04月20日,未网签
1,4702,47,147.3,9238.46,1360824.6,24年04月20日,未网签
1,4703,47,125.67,10182.38,1279619.2,24年04月20日,未网签
1,4704,47,125.67,10281.14,1292030.6,24年04月20日,未网签
1,4801,48,147.3,9586.31,1412063.1,24年04月20日,未网签
1,4802,48,147.3,8443.99,1243799.8,24年04月20日,未网签
1,4803,48,125.67,9387.91,1179778.6,24年04月20日,未网签
1,4804,48,125.67,9486.67,1192190.1,24年04月20日,未网签
2,0301,3,147.31,8249.0,1215160.2,24年03月13日,已备案
2,0302,3,147.31,7033.35,1036083.4,24年07月24日,已备案
2,0303,3,125.68,8021.0,1008079.25,24年03月13日,已备案
2,0304,3,125.68,8135.0,1022406.8,24年03月13日,已备案
2,0401,4,147.31,7312.16,1077154.2,24年09月19日,已备案
2,0402,4,147.31,6685.15,984789.44,25年04月29日,已备案
2,0403,4,125.68,8112.0,1019516.2,24年03月13日,已备案
2,0404,4,125.68,8226.0,1033843.7,24年03月13日,已备案
2,0501,5,147.31,7390.82,1088741.8,24年06月18日,已备案
2,0502,5,147.31,7192.42,1059515.6,24年06月13日,已备案
2,0503,5,125.68,8203.0,1030953.06,24年03月13日,已备案
2,0504,5,125.68,8317.0,1045280.56,24年03月13日,已备案
2,0601,6,147.31,7470.35,1100457.9,24年06月07日,已备案
2,0602,6,147.31,7271.96,1071231.9,24年05月15日,已备案
2,0603,6,125.68,8294.0,1042389.94,24年03月13日,已备案
2,0604,6,125.68,8408.0,1056717.5,24年03月13日,已备案
2,0701,7,147.31,7549.89,1112174.0,24年04月20日,未网签
2,0702,7,147.31,7351.49,1082948.0,24年10月16日,未网签
2,0703,7,125.68,8385.0,1053826.8,24年03月13日,已备案
2,0704,7,125.68,8499.0,1068154.4,24年03月13日,已备案
2,0801,8,147.31,7248.0,1067702.9,25年04月08日,未网签
2,0802,8,147.31,7431.02,1094664.1,24年05月28日,已备案
2,0803,8,125.68,8476.0,1065263.6,24年03月13日,已备案
2,0804,8,125.68,8590.0,1079591.2,24年03月13日,已备案
2,0901,9,147.31,7708.96,1135606.2,24年08月27日,已备案
2,0902,9,147.31,8149.0,1200429.2,24年07月18日,已备案
2,0903,9,125.68,8567.0,1076700.5,24年03月13日,已备案
2,0904,9,125.68,8680.0,1090902.4,24年03月13日,已备案
2,1001,10,147.31,7788.49,1147322.5,24年05月12日,已备案
2,1002,10,147.31,7590.09,1118096.5,24年07月31日,已备案
2,1003,10,125.68,8658.0,1088137.5,24年03月13日,已备案
2,1004,10,125.68,8771.0,1102339.2,24年03月13日,已备案
2,1101,11,147.31,7475.0,1101142.2,25年04月08日,未网签
2,1102,11,147.31,7669.63,1129812.6,24年07月30日,已备案
2,1103,11,125.68,8749.0,1099574.4,24年03月13日,已备案
2,1104,11,125.68,8862.0,1113776.1,24年03月13日,未网签
2,1201,12,147.31,7550.7,1112293.6,25年04月08日,未网签
2,1202,12,147.31,6565.45,967156.44,25年09月30日,已备案
2,1203,12,125.68,8840.0,1111011.2,24年03月13日,已备案
2,1204,12,125.68,8953.0,1125213.0,24年03月13日,已备案
2,1401,14,147.31,7701.3,1134478.5,25年07月08日,未网签
2,1402,14,147.31,7512.0,1106592.8,25年04月08日,未网签
2,1403,14,125.68,9021.0,1133759.2,24年03月13日,已备案
2,1404,14,125.68,9135.0,1148086.8,24年03月13日,已备案
2,1501,15,147.31,7220.0,1063578.2,25年07月11日,已备案
2,1502,15,147.31,6579.7,969255.6,25年10月15日,已备案
2,1503,15,125.68,9112.0,1145196.1,24年03月13日,已备案
2,1504,15,125.68,9226.0,1159523.6,24年03月13日,已备案
2,1601,16,147.31,8264.82,1217490.6,24年09月30日,已备案
2,1602,16,147.31,7663.1,1128851.2,25年04月08日,未网签
2,1603,16,125.68,9203.0,1156633.0,24年03月13日,已备案
2,1604,16,125.68,8861.0,1113650.5,24年03月13日,已备案
2,1701,17,147.31,7050.9,1038668.06,25年07月29日,已备案
2,1702,17,147.31,8066.42,1188264.6,24年04月20日,未网签
2,1703,17,125.68,9203.0,1156633.0,24年03月13日,已备案
2,1704,17,125.68,9317.0,1170960.5,24年03月13日,已备案
2,1801,18,147.31,8314.64,1224829.4,24年04月20日,未网签
2,1802,18,147.31,8116.24,1195603.2,24年04月20日,未网签
2,1803,18,125.68,9260.0,1163796.8,24年03月13日,已备案
2,1804,18,125.68,9374.0,1178124.4,24年03月13日,未网签
2,1901,19,147.31,7946.24,1170560.6,25年07月08日,未网签
2,1902,19,147.31,8166.06,1202942.0,24年07月18日,已备案
2,1903,19,125.68,9317.0,1170960.5,24年03月13日,已备案
2,1904,19,125.68,8969.0,1127223.9,24年05月28日,已备案
2,2001,20,147.31,7993.56,1177531.4,25年07月08日,未网签
2,2002,20,147.31,7805.09,1149767.8,25年07月08日,未网签
2,2003,20,125.68,9374.0,1178124.4,24年03月13日,已备案
2,2004,20,125.68,8314.64,1044983.94,24年10月16日,未网签
2,2101,21,147.31,8040.89,1184503.5,25年07月08日,未网签
2,2102,21,147.31,8264.82,1217490.6,24年06月20日,已备案
2,2103,21,125.68,9430.0,1185162.4,24年03月13日,已备案
2,2104,21,125.68,8364.45,1051244.1,25年05月27日,已备案
2,2201,22,147.31,7003.4,1031670.9,25年07月09日,已备案
2,2202,22,147.31,7898.91,1163588.4,25年07月08日,未网签
2,2203,22,125.68,9487.0,1192326.1,24年03月13日,已备案
2,2204,22,125.68,6918.57,869525.25,25年07月09日,已备案
2,2301,23,147.31,8134.71,1198324.1,25年07月08日,未网签
2,2302,23,147.31,7946.24,1170560.6,25年07月08日,未网签
2,2303,23,125.68,9544.0,1199489.9,24年03月13日,已备案
2,2304,23,125.68,7050.33,886085.5,25年08月19日,已备案
2,2401,24,147.31,8612.67,1268732.8,24年04月20日,未网签
2,2402,24,147.31,8414.27,1239506.8,25年06月28日,已备案
2,2403,24,125.68,8414.0,1057471.5,24年11月19日,未网签
2,2404,24,125.68,8513.91,1070028.2,24年04月20日,未网签
2,2501,25,147.31,8229.37,1212268.5,25年07月08日,未网签
2,2502,25,147.31,8040.89,1184503.5,25年07月08日,未网签
2,2503,25,125.68,8464.09,1063766.9,25年05月16日,已备案
2,2504,25,125.68,8134.71,1022370.4,25年08月22日,已备案
2,2601,26,147.31,8276.7,1219240.6,25年07月08日,未网签
2,2602,26,147.31,8088.22,1191475.8,25年07月08日,未网签
2,2603,26,125.68,9239.0,1161157.5,24年06月20日,已备案
2,2604,26,125.68,8612.67,1082440.6,24年06月20日,已备案
2,2801,28,147.31,8811.07,1297958.8,24年04月20日,未网签
2,2802,28,147.31,8612.67,1268732.8,24年04月20日,未网签
2,2803,28,125.68,8612.67,1082440.6,25年05月16日,已备案
2,2804,28,125.68,7048.0,885792.6,25年10月15日,已备案
2,2901,29,147.31,8860.89,1305297.4,24年04月20日,未网签
2,2902,29,147.31,8662.49,1276071.4,24年04月20日,未网签
2,2903,29,125.68,9401.0,1181517.6,24年06月20日,已备案
2,2904,29,125.68,7036.0,884284.5,25年10月24日,已备案
2,3001,30,147.31,8910.71,1312636.1,24年04月20日,未网签
2,3002,30,147.31,8712.31,1283410.1,24年04月20日,未网签
2,3003,30,125.68,8712.31,1094962.9,24年04月20日,未网签
2,3004,30,125.68,8811.07,1107375.2,25年08月30日,未网签
2,3101,31,147.31,8960.52,1319974.8,24年04月20日,未网签
2,3102,31,147.31,8762.13,1290748.8,24年04月20日,未网签
2,3103,31,125.68,8762.13,1101224.0,24年04月20日,未网签
2,3104,31,125.68,8860.89,1113636.4,24年04月20日,未网签
2,3201,32,147.31,9010.34,1327313.5,24年04月20日,未网签
2,3202,32,147.31,8811.07,1297958.8,24年04月20日,未网签
2,3203,32,125.68,8811.07,1107375.2,25年08月30日,未网签
2,3204,32,125.68,8910.71,1119897.5,25年08月30日,未网签
2,3301,33,147.31,9019.96,1328729.8,24年04月20日,未网签
2,3302,33,147.31,8821.56,1299503.8,24年04月20日,未网签
2,3303,33,125.68,9574.0,1203260.4,24年06月20日,已备案
2,3304,33,125.68,8920.32,1121105.9,24年04月20日,未网签
2,3401,34,147.31,9029.57,1330146.0,24年04月20日,未网签
2,3402,34,147.31,8831.17,1300920.0,24年04月20日,未网签
2,3403,34,125.68,8831.17,1109901.8,24年04月20日,未网签
2,3404,34,125.68,8930.81,1122424.0,24年04月20日,未网签
2,3501,35,147.31,9040.06,1331691.0,24年04月20日,未网签
2,3502,35,147.31,8841.66,1302464.9,24年04月20日,未网签
2,3503,35,125.68,10090.0,1268111.2,24年03月13日,已备案
2,3504,35,125.68,8940.42,1123632.2,24年04月20日,未网签
2,3601,36,147.31,9049.67,1333107.1,24年04月20日,未网签
2,3602,36,147.31,8851.27,1303881.1,24年04月20日,未网签
2,3603,36,125.68,8851.27,1112428.1,24年04月20日,未网签
2,3604,36,125.68,10215.0,1283821.2,24年03月13日,已备案
2,3701,37,147.31,9060.16,1334652.1,24年04月20日,未网签
2,3702,37,147.31,10112.0,1489598.8,24年03月13日,已备案
2,3703,37,125.68,10112.0,1270876.1,24年03月13日,已备案
2,3704,37,125.68,8960.52,1126158.6,24年04月20日,未网签
2,3801,38,147.31,9158.92,1349200.8,24年04月20日,未网签
2,3802,38,147.31,8960.52,1319974.8,24年04月20日,未网签
2,3803,38,125.68,9725.0,1222238.0,24年03月19日,已备案
2,3804,38,125.68,10340.0,1299531.2,24年03月13日,已网签
2,3901,39,147.31,9258.56,1363878.1,24年04月20日,未网签
2,3902,39,147.31,9060.16,1334652.1,24年04月20日,未网签
2,3903,39,125.68,9060.16,1138680.9,24年04月20日,未网签
2,3904,39,125.68,9158.92,1151093.4,24年04月20日,未网签
2,4001,40,147.31,9268.17,1365294.4,24年04月20日,未网签
2,4002,40,147.31,9069.77,1336068.4,24年04月20日,未网签
2,4003,40,125.68,7286.0,915704.5,25年10月12日,未网签
2,4004,40,125.68,9169.41,1152411.5,24年04月20日,未网签
2,4201,42,147.31,9288.27,1368255.6,24年04月20日,未网签
2,4202,42,147.31,9089.88,1339029.6,24年04月20日,未网签
2,4203,42,125.68,9089.88,1142415.6,24年04月20日,未网签
2,4204,42,125.68,9188.64,1154828.0,24年04月20日,未网签
2,4301,43,147.31,9297.89,1369671.9,24年04月20日,未网签
2,4302,43,147.31,9099.49,1340445.9,24年04月20日,未网签
2,4303,43,125.68,9099.49,1143623.9,24年04月20日,未网签
2,4304,43,125.68,9199.13,1156146.1,24年04月20日,未网签
2,4401,44,147.31,9308.38,1371216.9,24年04月20日,未网签
2,4402,44,147.31,9109.1,1341862.1,24年04月20日,未网签
2,4403,44,125.68,9109.1,1144832.2,25年08月30日,未网签
2,4404,44,125.68,9208.74,1157354.5,25年08月30日,未网签
2,4501,45,147.31,9317.99,1372633.1,24年04月20日,未网签
2,4502,45,147.31,9119.59,1343407.1,24年04月20日,未网签
2,4503,45,125.68,9119.59,1146150.4,24年04月20日,未网签
2,4504,45,125.68,9218.35,1158562.8,24年10月30日,已备案
2,4601,46,147.31,9327.6,1374049.4,24年04月20日,未网签
2,4602,46,147.31,9129.21,1344823.4,24年04月20日,未网签
2,4603,46,125.68,9129.21,1147358.6,24年04月20日,未网签
2,4604,46,125.68,9228.84,1159880.9,24年11月12日,已备案
2,4701,47,147.31,9338.09,1375594.4,24年04月20日,未网签
2,4702,47,147.31,9138.82,1346239.6,24年04月20日,未网签
2,4703,47,125.68,9138.82,1148566.9,24年04月20日,未网签
2,4704,47,125.68,9238.46,1161089.1,24年04月20日,未网签
2,4801,48,147.31,9347.71,1377010.6,24年04月20日,未网签
2,4802,48,147.31,9149.31,1347784.5,24年04月20日,未网签
2,4803,48,125.68,9149.31,1149885.0,24年04月20日,未网签
2,4804,48,125.68,9248.07,1162297.5,24年04月20日,未网签
2,4901,49,147.31,9347.71,1377010.6,24年04月20日,未网签
2,4902,49,147.31,9149.31,1347784.5,24年04月20日,未网签
2,4903,49,125.68,9149.31,1149885.0,24年04月20日,未网签
2,4904,49,125.68,9248.07,1162297.5,24年04月20日,未网签
2,5001,50,147.31,9347.71,1377010.6,24年04月20日,未网签
2,5002,50,147.31,9149.31,1347784.5,24年04月20日,未网签
2,5003,50,125.68,9149.31,1149885.0,24年04月20日,未网签
2,5004,50,125.68,9248.07,1162297.5,24年04月20日,未网签
2,5101,51,147.31,9347.71,1377010.6,24年04月20日,未网签
2,5102,51,147.31,9149.31,1347784.5,24年04月20日,未网签
2,5103,51,125.68,9149.31,1149885.0,24年04月20日,未网签
2,5104,51,125.68,9248.07,1162297.5,24年04月20日,未网签
2,5201,52,147.31,8010.0,1179953.0,24年11月29日,已备案
2,5202,52,147.31,10442.0,1538211.0,24年03月13日,已备案
2,5203,52,125.68,9149.31,1149885.0,24年04月20日,未网签
2,5204,52,125.68,9248.07,1162297.5,24年04月20日,未网签
2,5301,53,147.31,9347.71,1377010.6,24年04月20日,未网签
2,5302,53,147.31,10442.0,1538211.0,24年03月13日,已备案
2,5303,53,125.68,9149.31,1149885.0,24年04月20日,未网签
2,5304,53,125.68,9248.07,1162297.5,24年04月20日,未网签
2,5401,54,147.31,8817.9,1298964.9,25年06月27日,已备案
2,5402,54,147.31,8354.84,1230751.8,25年06月27日,已备案
2,5403,54,125.68,8354.84,1050036.5,25年06月19日,已备案
2,5404,54,125.68,8453.6,1062449.0,24年04月20日,未网签
3,0202,2,127.9,8120.6,1038624.75,24年10月19日,未网签
3,0203,2,127.9,8076.91,1033036.8,24年07月26日,已备案
3,0204,2,149.38,8473.71,1265802.2,24年04月20日,未网签
3,0302,3,127.9,8650.0,1106335.0,24年05月18日,已备案
3,0303,3,127.9,8155.57,1043097.4,24年10月18日,未网签
3,0304,3,149.38,8553.24,1277683.0,24年04月20日,未网签
3,0401,4,141.9,8136.34,1154546.9,24年04月20日,未网签
3,0402,4,127.9,8721.0,1115415.9,24年03月13日,已备案
3,0403,4,127.9,6773.26,866300.25,25年06月24日,已备案
3,0404,4,149.38,8632.77,1289563.8,24年04月20日,未网签
3,0501,5,141.9,8215.88,1165832.8,24年04月20日,未网签
3,0502,5,127.9,7948.32,1016590.1,25年08月06日,已备案
3,0503,5,127.9,9023.0,1154041.8,24年03月27日,已备案
3,0504,5,149.38,9942.0,1485136.0,24年03月13日,已备案
3,0601,6,141.9,8295.41,1177118.6,24年04月20日,未网签
3,0602,6,127.9,9351.0,1195992.9,24年03月13日,已备案
3,0603,6,127.9,9578.0,1225026.2,24年03月13日,已备案
3,0604,6,149.38,10033.0,1498729.5,24年03月13日,已备案
3,0701,7,141.9,9555.0,1355854.5,24年03月13日,已备案
3,0702,7,127.9,9442.0,1207631.8,24年03月13日,已备案
3,0703,7,127.9,9669.0,1236665.1,24年03月13日,已备案
3,0704,7,149.38,8871.38,1325206.1,24年04月20日,未网签
3,0801,8,141.9,9646.0,1368767.4,24年03月13日,已备案
3,0802,8,127.9,6920.37,885115.3,25年06月24日,已备案
3,0803,8,127.9,9760.0,1248304.0,24年03月13日,已备案
3,0804,8,149.38,8950.91,1337087.0,24年04月20日,未网签
3,0901,9,141.9,9737.0,1381680.2,24年03月13日,已备案
3,0902,9,127.9,9624.0,1230909.6,24年03月13日,已备案
3,0903,9,127.9,9851.0,1259942.9,24年03月13日,已备案
3,0904,9,149.38,9029.57,1348837.1,25年01月17日,已备案
3,1001,10,141.9,9828.0,1394593.2,24年03月13日,未网签
3,1002,10,127.9,9715.0,1242548.5,24年03月13日,已备案
3,1003,10,127.9,9942.0,1271581.8,24年03月13日,已备案
3,1004,10,149.38,9886.0,1476770.6,24年04月08日,已备案
3,1101,11,141.9,9919.0,1407506.1,24年03月13日,已备案
3,1102,11,127.9,9805.0,1254059.5,24年03月13日,已备案
3,1103,11,127.9,10033.0,1283220.8,24年03月13日,已备案
3,1104,11,149.38,10487.0,1566548.0,24年03月13日,已备案
3,1201,12,141.9,10146.0,1439717.4,24年03月13日,已备案
3,1202,12,127.9,8094.0,1035222.6,24年12月11日,已备案
3,1203,12,127.9,10260.0,1312254.0,24年03月13日,已备案
3,1204,12,149.38,10715.0,1600606.8,24年03月13日,已备案
3,1301,13,141.9,10487.0,1488105.2,24年03月13日,已备案
3,1302,13,127.9,10374.0,1326834.6,24年03月13日,已备案
3,1303,13,127.9,10601.0,1355867.9,24年03月13日,已备案
3,1304,13,149.38,7881.2,1177293.6,25年01月07日,已备案
3,1401,14,141.9,7270.54,1031689.6,25年04月12日,已备案
3,1402,14,127.9,7258.0,928298.2,25年03月18日,已备案
3,1403,14,127.9,7441.35,951748.7,25年03月18日,已备案
3,1404,14,149.38,7622.52,1138651.2,25年04月29日,已备案
3,1501,15,141.9,11169.0,1584881.1,24年03月13日,已备案
